employee_id,src_ip,dest_ip,src_port,dest_port,timestamp,protocol,packet_length
3,192.168.1.22,198.51.100.10,1003,1046,2024-08-07 01:01:24.358142,UDP,381
10,192.168.1.10,198.51.100.15,1052,1076,2024-08-07 13:27:11.358142,UDP,1105
11,192.168.1.19,10.0.70.4,1057,1056,2024-08-06 22:07:45.358142,UDP,655
13,192.168.1.17,198.51.100.15,1075,1093,2024-08-07 01:50:08.358142,UDP,641
1,192.168.1.22,198.51.10.20,1004,1095,2024-08-06 16:39:35.358142,UDP,1115
10,192.168.1.15,10.60.0.2,1015,1077,2024-08-06 18:24:29.358142,UDP,485
10,192.168.1.24,198.51.10.5,1085,1021,2024-08-06 23:04:54.358142,TCP,216
11,192.168.1.11,10.0.0.7,1093,1097,2024-08-06 22:53:54.358142,TCP,988
1,192.168.1.23,198.51.100.15,1066,1009,2024-08-07 14:46:48.358142,TCP,1064
3,192.168.1.12,10.0.70.4,1022,1084,2024-08-07 03:44:45.358142,UDP,1040
12,192.168.1.22,10.0.0.5,1000,1014,2024-08-07 08:29:20.358142,TCP,1231
3,192.168.1.14,10.0.20.6,1068,1024,2024-08-07 12:37:23.358142,UDP,1102
5,192.168.1.23,10.0.0.7,1061,1044,2024-08-06 21:58:46.358142,UDP,1133
3,192.168.1.19,198.51.10.20,1075,1006,2024-08-07 00:05:42.358142,TCP,1002
1,192.168.1.24,198.51.100.15,1057,1056,2024-08-07 05:28:38.358142,UDP,994
4,192.168.1.14,198.51.100.10,1009,1059,2024-08-07 14:23:16.358142,TCP,749
11,192.168.1.16,10.0.0.1,1063,1060,2024-08-06 19:42:37.358142,TCP,1482
4,192.168.1.10,10.60.0.2,1004,1084,2024-08-07 10:49:47.358142,TCP,617
10,192.168.1.11,198.51.10.20,1006,1010,2024-08-07 03:25:22.358142,TCP,636
5,192.168.1.18,203.0.113.10,1097,1035,2024-08-06 20:09:45.358142,UDP,153
11,192.168.1.22,203.0.113.15,1036,1044,2024-08-07 10:25:22.358142,UDP,1219
8,192.168.1.17,203.0.113.20,1089,1000,2024-08-06 16:59:37.358142,UDP,689
6,192.168.1.18,10.0.0.7,1092,1042,2024-08-06 19:32:14.358142,TCP,1391
9,192.168.1.14,203.0.113.10,1030,1096,2024-08-07 13:39:54.358142,UDP,1014
12,192.168.1.18,203.0.113.20,1032,1086,2024-08-06 15:18:26.358142,TCP,953
13,192.168.1.20,10.0.0.8,1025,1016,2024-08-06 20:43:48.358142,UDP,1158
4,192.168.1.22,198.51.10.20,1016,1063,2024-08-07 02:01:29.358142,UDP,233
13,192.168.1.15,198.51.100.10,1049,1083,2024-08-07 05:26:28.358142,TCP,461
11,192.168.1.20,198.51.100.15,1082,1054,2024-08-07 00:21:26.358142,TCP,1481
4,192.168.1.18,10.0.70.4,1008,1035,2024-08-07 07:43:30.358142,UDP,253
5,192.168.1.14,10.0.20.6,1067,1024,2024-08-07 13:37:14.358142,TCP,1055
1,192.168.1.12,10.0.20.6,1018,1018,2024-08-07 05:31:13.358142,UDP,684
12,192.168.1.13,10.0.0.3,1093,1022,2024-08-06 17:50:15.358142,UDP,1512
7,192.168.1.14,10.0.0.3,1023,1044,2024-08-07 11:54:13.358142,TCP,803
9,192.168.1.10,198.51.10.20,1043,1025,2024-08-07 08:36:01.358142,TCP,442
13,192.168.1.19,198.51.10.20,1032,1072,2024-08-07 11:15:05.358142,UDP,1282
2,192.168.1.20,198.51.100.15,1059,1049,2024-08-07 12:34:01.358142,TCP,992
2,192.168.1.20,10.0.0.1,1085,1050,2024-08-06 20:24:57.358142,UDP,1304
4,192.168.1.22,198.51.100.10,1049,1082,2024-08-07 09:24:33.358142,TCP,641
8,192.168.1.10,10.0.20.6,1001,1014,2024-08-06 23:42:17.358142,UDP,198
7,192.168.1.24,10.0.0.8,1052,1027,2024-08-07 05:20:01.358142,TCP,1168
12,192.168.1.11,203.0.113.15,1097,1081,2024-08-07 06:15:03.358142,TCP,917
14,192.168.1.17,10.60.0.2,1071,1002,2024-08-06 16:21:55.358142,TCP,323
6,192.168.1.24,203.0.113.20,1046,1080,2024-08-07 00:04:06.358142,UDP,1492
14,192.168.1.13,10.60.0.2,1028,1095,2024-08-06 17:06:32.358142,TCP,604
9,192.168.1.17,203.0.113.15,1037,1035,2024-08-07 09:20:33.358142,TCP,387
6,192.168.1.19,198.51.100.10,1036,1025,2024-08-07 05:44:33.358142,UDP,322
2,192.168.1.14,10.0.0.1,1042,1034,2024-08-06 18:33:15.358142,TCP,287
8,192.168.1.15,203.0.113.15,1069,1040,2024-08-07 05:50:21.358142,TCP,1142
7,192.168.1.17,198.51.100.15,1035,1000,2024-08-07 07:06:36.358142,TCP,993
1,192.168.1.11,203.0.113.20,1044,1080,2024-08-06 20:21:01.358142,TCP,187
11,192.168.1.19,10.0.70.4,1094,1066,2024-08-07 03:27:07.358142,UDP,918
1,192.168.1.17,198.51.100.15,1038,1055,2024-08-07 06:08:50.358142,UDP,458
12,192.168.1.13,10.0.0.8,1023,1012,2024-08-07 02:55:49.358142,TCP,1183
10,192.168.1.11,198.51.100.15,1082,1028,2024-08-06 22:10:33.358142,UDP,773
6,192.168.1.24,203.0.113.10,1073,1055,2024-08-07 07:33:12.358142,UDP,502
12,192.168.1.16,198.51.10.5,1050,1036,2024-08-07 06:39:49.358142,TCP,1205
1,192.168.1.15,198.51.10.20,1058,1009,2024-08-06 21:44:59.358142,UDP,801
15,192.168.1.14,10.0.0.1,1086,1041,2024-08-07 06:42:53.358142,UDP,230
7,192.168.1.20,10.0.70.4,1094,1064,2024-08-07 01:06:36.358142,TCP,1307
7,192.168.1.21,203.0.113.15,1087,1064,2024-08-06 16:24:07.358142,UDP,1267
8,192.168.1.13,198.51.10.5,1006,1021,2024-08-07 07:23:25.358142,TCP,757
10,192.168.1.13,10.0.0.5,1019,1073,2024-08-06 22:02:50.358142,TCP,853
4,192.168.1.20,198.51.10.20,1022,1059,2024-08-07 11:58:30.358142,UDP,240
8,192.168.1.11,198.51.100.10,1069,1021,2024-08-07 01:49:30.358142,UDP,297
7,192.168.1.24,10.0.0.3,1012,1032,2024-08-06 23:20:50.358142,TCP,876
3,192.168.1.19,203.0.113.15,1040,1077,2024-08-07 05:50:46.358142,UDP,123
12,192.168.1.24,203.0.113.20,1047,1029,2024-08-07 08:11:11.358142,TCP,818
13,192.168.1.17,10.0.20.6,1040,1027,2024-08-07 05:54:18.358142,TCP,1178
1,192.168.1.24,10.0.0.1,1063,1088,2024-08-07 07:42:33.358142,UDP,395
12,192.168.1.11,198.51.10.20,1007,1066,2024-08-07 12:59:07.358142,UDP,430
8,192.168.1.21,10.0.0.5,1025,1090,2024-08-07 08:29:22.358142,TCP,1096
4,192.168.1.12,10.0.0.1,1064,1035,2024-08-07 00:54:49.358142,TCP,858
8,192.168.1.22,198.51.10.5,1006,1002,2024-08-07 06:21:08.358142,UDP,418
8,192.168.1.12,10.0.0.1,1098,1099,2024-08-06 21:42:47.358142,TCP,815
3,192.168.1.14,198.51.100.15,1015,1095,2024-08-06 15:01:55.358142,TCP,670
13,192.168.1.11,10.0.0.1,1061,1056,2024-08-06 19:55:52.358142,UDP,1276
12,192.168.1.23,198.51.10.20,1003,1042,2024-08-06 15:04:41.358142,UDP,1437
6,192.168.1.23,10.0.0.3,1076,1005,2024-08-07 10:11:45.358142,UDP,253
15,192.168.1.12,10.0.0.1,1081,1002,2024-08-06 15:07:23.358142,UDP,1311
3,192.168.1.18,10.0.0.7,1013,1096,2024-08-07 09:49:48.358142,TCP,1337
13,192.168.1.22,203.0.113.10,1011,1034,2024-08-07 14:21:57.358142,TCP,550
14,192.168.1.23,203.0.113.10,1024,1093,2024-08-07 02:18:36.358142,UDP,1371
15,192.168.1.17,203.0.113.20,1030,1090,2024-08-07 11:03:25.358142,TCP,1023
2,192.168.1.24,203.0.113.20,1058,1076,2024-08-07 12:46:20.358142,TCP,1387
10,192.168.1.24,203.0.113.20,1051,1044,2024-08-06 22:29:06.358142,UDP,532
10,192.168.1.15,198.51.10.20,1041,1098,2024-08-06 18:40:18.358142,UDP,264
13,192.168.1.17,10.0.0.1,1073,1066,2024-08-06 21:23:05.358142,UDP,1399
6,192.168.1.14,198.51.100.10,1002,1038,2024-08-07 07:05:32.358142,TCP,1343
3,192.168.1.20,10.0.70.4,1037,1086,2024-08-06 15:11:04.358142,UDP,238
2,192.168.1.21,198.51.100.15,1004,1086,2024-08-07 11:31:05.358142,UDP,345
11,192.168.1.19,203.0.113.10,1026,1033,2024-08-06 18:24:25.358142,UDP,111
2,192.168.1.20,10.0.0.8,1098,1049,2024-08-06 22:40:05.358142,TCP,150
13,192.168.1.15,203.0.113.20,1050,1053,2024-08-06 19:05:38.358142,UDP,1301
12,192.168.1.17,10.0.0.5,1017,1076,2024-08-06 22:15:00.358142,TCP,1476
8,192.168.1.12,198.51.100.10,1003,1067,2024-08-06 19:22:19.358142,UDP,492
9,192.168.1.23,203.0.113.10,1093,1075,2024-08-07 04:39:28.358142,TCP,1189
2,192.168.1.10,10.0.0.3,1082,1051,2024-08-06 22:36:07.358142,UDP,1372
10,192.168.1.24,10.0.0.8,1017,1087,2024-08-06 17:57:09.358142,UDP,68
1,192.168.1.21,10.0.0.8,1092,1065,2024-08-06 16:32:27.358142,TCP,276
15,192.168.1.22,10.0.0.7,1050,1058,2024-08-07 07:45:37.358142,UDP,1442
6,192.168.1.20,198.51.10.5,1036,1000,2024-08-07 10:01:40.358142,UDP,895
7,192.168.1.16,10.0.0.7,1034,1006,2024-08-06 22:34:44.358142,TCP,1395
9,192.168.1.16,10.0.70.4,1063,1026,2024-08-06 18:19:24.358142,TCP,620
13,192.168.1.11,198.51.100.10,1046,1061,2024-08-06 16:40:49.358142,TCP,1268
5,192.168.1.14,198.51.100.15,1022,1045,2024-08-07 14:43:36.358142,TCP,1370
11,192.168.1.21,198.51.10.5,1050,1060,2024-08-06 19:03:16.358142,TCP,144
8,192.168.1.16,198.51.100.10,1070,1041,2024-08-07 11:59:21.358142,TCP,1320
12,192.168.1.22,10.0.0.3,1053,1062,2024-08-06 14:54:27.358142,TCP,881
12,192.168.1.21,203.0.113.10,1025,1060,2024-08-06 18:19:38.358142,UDP,813
14,192.168.1.16,203.0.113.15,1060,1017,2024-08-07 07:52:29.358142,TCP,284
1,192.168.1.18,10.0.0.8,1065,1049,2024-08-06 15:08:32.358142,TCP,1456
4,192.168.1.13,198.51.10.20,1011,1059,2024-08-07 07:12:27.358142,TCP,125
12,192.168.1.21,203.0.113.20,1086,1075,2024-08-07 11:49:44.358142,UDP,432
14,192.168.1.17,10.60.0.2,1036,1056,2024-08-07 14:03:04.358142,UDP,739
15,192.168.1.18,10.0.0.1,1093,1041,2024-08-07 03:16:03.358142,TCP,188
7,192.168.1.22,198.51.10.20,1010,1029,2024-08-07 04:07:46.358142,TCP,153
2,192.168.1.15,10.60.0.2,1024,1027,2024-08-07 02:41:37.358142,UDP,425
15,192.168.1.19,10.0.0.7,1064,1043,2024-08-06 17:12:38.358142,UDP,894
2,192.168.1.13,10.0.0.1,1041,1018,2024-08-07 03:14:02.358142,UDP,1432
6,192.168.1.23,198.51.10.20,1037,1058,2024-08-07 12:17:29.358142,TCP,244
4,192.168.1.18,198.51.10.5,1032,1088,2024-08-07 04:40:16.358142,TCP,1319
13,192.168.1.11,203.0.113.20,1046,1086,2024-08-07 13:35:21.358142,TCP,1298
4,192.168.1.21,198.51.10.5,1068,1090,2024-08-06 16:30:19.358142,UDP,678
6,192.168.1.13,203.0.113.10,1001,1018,2024-08-06 16:16:16.358142,TCP,254
14,192.168.1.14,10.60.0.2,1022,1031,2024-08-07 00:52:32.358142,UDP,455
11,192.168.1.16,10.60.0.2,1043,1078,2024-08-07 10:34:57.358142,UDP,1276
2,192.168.1.13,10.60.0.2,1085,1093,2024-08-07 03:02:11.358142,TCP,987
15,192.168.1.16,198.51.100.10,1001,1014,2024-08-07 13:30:06.358142,TCP,1350
4,192.168.1.20,198.51.10.5,1000,1082,2024-08-06 18:12:30.358142,TCP,1488
5,192.168.1.18,10.0.20.6,1053,1011,2024-08-07 06:43:47.358142,UDP,568
11,192.168.1.21,198.51.10.5,1048,1032,2024-08-07 06:56:42.358142,UDP,1378
3,192.168.1.13,10.0.0.3,1005,1057,2024-08-06 15:43:27.358142,UDP,1176
5,192.168.1.14,10.0.0.8,1072,1085,2024-08-06 16:06:47.358142,TCP,359
6,192.168.1.10,10.0.0.8,1033,1050,2024-08-07 01:21:28.358142,UDP,921
2,192.168.1.16,198.51.100.15,1077,1081,2024-08-06 16:25:48.358142,UDP,1229
5,192.168.1.17,10.0.0.1,1007,1056,2024-08-06 16:41:40.358142,TCP,1029
9,192.168.1.14,198.51.100.10,1088,1033,2024-08-07 12:03:19.358142,TCP,105
11,192.168.1.21,10.0.0.5,1058,1030,2024-08-07 02:07:57.358142,UDP,1423
15,192.168.1.12,203.0.113.15,1008,1069,2024-08-07 12:01:28.358142,UDP,810
3,192.168.1.16,203.0.113.10,1004,1085,2024-08-07 01:47:11.358142,UDP,1501
9,192.168.1.10,10.0.0.1,1048,1082,2024-08-06 19:04:33.358142,TCP,1429
3,192.168.1.13,10.0.20.6,1024,1051,2024-08-07 01:12:39.358142,TCP,1466
1,192.168.1.17,10.0.0.7,1056,1041,2024-08-07 00:05:08.358142,TCP,824
11,192.168.1.16,203.0.113.15,1023,1034,2024-08-06 18:34:49.358142,UDP,227
10,192.168.1.11,198.51.100.15,1038,1024,2024-08-06 15:31:14.358142,UDP,1413
15,192.168.1.16,198.51.100.10,1007,1089,2024-08-07 05:43:42.358142,TCP,1273
8,192.168.1.11,10.0.70.4,1052,1084,2024-08-07 01:29:01.358142,TCP,198
6,192.168.1.22,198.51.10.5,1087,1078,2024-08-07 09:23:54.358142,UDP,698
14,192.168.1.16,203.0.113.15,1026,1062,2024-08-06 15:23:25.358142,UDP,990
12,192.168.1.17,10.0.70.4,1062,1022,2024-08-07 04:04:38.358142,TCP,1440
2,192.168.1.19,10.0.70.4,1073,1028,2024-08-06 18:37:52.358142,UDP,94
3,192.168.1.14,198.51.100.15,1073,1080,2024-08-07 12:30:10.358142,TCP,106
10,192.168.1.12,10.0.20.6,1071,1001,2024-08-06 22:24:17.358142,TCP,204
6,192.168.1.24,198.51.10.20,1059,1081,2024-08-07 14:47:25.358142,UDP,259
6,192.168.1.15,198.51.100.10,1054,1015,2024-08-06 15:55:34.358142,TCP,247
8,192.168.1.13,203.0.113.15,1002,1040,2024-08-06 16:46:08.358142,UDP,440
3,192.168.1.15,203.0.113.15,1047,1084,2024-08-06 21:55:30.358142,TCP,194
1,192.168.1.19,10.60.0.2,1082,1063,2024-08-06 21:47:36.358142,TCP,205
9,192.168.1.23,203.0.113.10,1012,1071,2024-08-07 05:58:46.358142,TCP,889
4,192.168.1.17,10.0.0.7,1016,1094,2024-08-06 19:46:42.358142,TCP,1220
4,192.168.1.20,203.0.113.20,1090,1073,2024-08-07 05:34:16.358142,TCP,287
6,192.168.1.18,203.0.113.20,1024,1026,2024-08-06 15:51:53.358142,UDP,1073
13,192.168.1.20,10.0.0.5,1043,1084,2024-08-06 21:16:52.358142,UDP,758
7,192.168.1.10,198.51.100.15,1040,1020,2024-08-07 13:20:51.358142,UDP,65
15,192.168.1.12,10.0.0.1,1081,1047,2024-08-07 09:48:27.358142,UDP,1414
4,192.168.1.21,198.51.10.20,1093,1075,2024-08-06 22:08:25.358142,TCP,358
13,192.168.1.17,10.60.0.2,1052,1083,2024-08-07 04:18:44.358142,TCP,211
3,192.168.1.13,10.0.20.6,1025,1062,2024-08-07 05:29:42.358142,UDP,993
2,192.168.1.10,10.0.0.5,1004,1004,2024-08-06 19:23:24.358142,TCP,1194
4,192.168.1.12,10.0.0.1,1075,1035,2024-08-07 01:35:25.358142,TCP,183
4,192.168.1.21,10.0.0.8,1079,1081,2024-08-07 08:09:53.358142,UDP,756
6,192.168.1.16,10.0.70.4,1010,1029,2024-08-06 23:21:32.358142,TCP,686
6,192.168.1.18,198.51.10.20,1074,1086,2024-08-06 18:10:01.358142,TCP,857
8,192.168.1.18,203.0.113.20,1053,1023,2024-08-07 01:53:27.358142,TCP,832
13,192.168.1.12,198.51.10.5,1025,1009,2024-08-07 13:45:47.358142,UDP,1053
6,192.168.1.20,203.0.113.20,1016,1019,2024-08-07 00:12:40.358142,UDP,414
7,192.168.1.10,10.0.0.3,1094,1044,2024-08-07 02:22:11.358142,UDP,605
6,192.168.1.22,10.0.0.1,1009,1025,2024-08-06 18:53:02.358142,UDP,1504
3,192.168.1.19,10.0.0.1,1044,1057,2024-08-07 14:22:49.358142,UDP,1492
1,192.168.1.16,10.0.0.5,1031,1019,2024-08-07 06:21:53.358142,UDP,761
6,192.168.1.23,10.0.0.1,1035,1021,2024-08-06 22:21:03.358142,UDP,987
8,192.168.1.24,198.51.10.5,1015,1094,2024-08-07 13:03:42.358142,TCP,219
14,192.168.1.13,10.0.70.4,1060,1005,2024-08-07 05:57:49.358142,UDP,275
8,192.168.1.11,203.0.113.20,1048,1063,2024-08-07 09:47:10.358142,UDP,409
1,192.168.1.20,198.51.10.5,1063,1078,2024-08-06 16:15:32.358142,TCP,343
4,192.168.1.19,10.0.0.5,1001,1030,2024-08-07 12:16:16.358142,UDP,177
9,192.168.1.17,10.60.0.2,1051,1034,2024-08-07 08:24:01.358142,TCP,1208
8,192.168.1.18,198.51.100.10,1008,1041,2024-08-06 17:09:12.358142,TCP,1105
13,192.168.1.23,198.51.10.5,1039,1073,2024-08-06 15:48:54.358142,UDP,1083
3,192.168.1.16,10.0.0.5,1075,1085,2024-08-06 23:04:18.358142,TCP,271
10,192.168.1.10,10.0.70.4,1033,1014,2024-08-07 07:32:13.358142,TCP,892
6,192.168.1.14,10.60.0.2,1014,1027,2024-08-06 17:38:47.358142,TCP,101
8,192.168.1.22,10.0.70.4,1030,1030,2024-08-07 11:28:27.358142,TCP,440
8,192.168.1.20,10.0.0.3,1090,1001,2024-08-06 22:31:38.358142,TCP,74
13,192.168.1.20,198.51.10.5,1001,1017,2024-08-06 20:54:11.358142,UDP,1035
6,192.168.1.24,198.51.100.10,1079,1057,2024-08-07 07:02:55.358142,UDP,655
1,192.168.1.15,198.51.10.5,1045,1060,2024-08-06 22:00:32.358142,UDP,442
5,192.168.1.22,10.0.20.6,1046,1017,2024-08-07 10:10:59.358142,TCP,174
10,192.168.1.22,198.51.100.15,1054,1077,2024-08-07 04:21:23.358142,TCP,829
